row_no,selected,plant_code,plant_name,material_code,material_name,source_category,contract_type,interface_type,effective_date,end_date,main_contract_no,transporter_code,transporter_name,source_code,source_name,source_plant_code,source_plant_name,quantity,distance_km,transport_vehicle,rawmat_price,transport_price,loading_price,crushing_price,gap,rebate,fuel_price_period,fuel_base_price,fuel_step_type,fuel_step,fuel_step_rate,fuel_step_count,fuel_adjust_price,transport_price_after_adjust,crushing_step_type,crushing_step,crushing_step_rate,crushing_adjust_price,crushing_price_after_adjust,due_payment,early_payment_price,total_transportation_price,total_price,market_price
374,,31AS,บางปลากด 3,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000259,บริษัท สหศิลาภัณฑ์ราชบุรี จำกัด,,,0,133.0,,190.0,187.3,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.87,-5,-9.35,177.95,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.95,175.0,365.0,0
375,,31AS,บางปลากด 3,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000259,บริษัท สหศิลาภัณฑ์ราชบุรี จำกัด,,,0,133.0,,190.0,187.3,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.87,-5,-9.35,177.95,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.95,175.0,365.0,0
376,,31AS,บางปลากด 3,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000300,บ่อทรายหนองเสือ,,,0,125.0,,120.0,175.07,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,167.42,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.3,165.12,285.12,0
377,,31AS,บางปลากด 3,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000300,บ่อทรายหนองเสือ,,,0,125.0,,120.0,175.07,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,167.42,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.3,165.12,285.12,0
378,,31AT,บางมด,C12,SCG Hybrid Cement,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1311.0,โรงงานเขาวง,0,149.0,,1338.39,203.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,203.0,,0.0,0.0,0.0,0.0,0,,203.0,1541.39,1694
379,,31AT,บางมด,C12,SCG Hybrid Cement,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1322.0,ศูนย์จ่ายพระประแดง,0,14.3,,1562.58,130.0,0.0,0.0,92,0,29.01,30.01,อัตรามาตรฐาน,0,0.0,-1,0.0,130.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,130.0,1692.58,1694
380,,31AT,บางมด,D24,Daratard P848,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),,,0,0.0,,9.45,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,9.45,0
381,,31AT,บางมด,D29,SIKA-D2323,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,109.0,1092469,บจ.ซิก้า (ประเทศไทย),1092469,บจ.ซิก้า (ประเทศไทย),,,0,0.0,,7.6,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,7.6,0
382,,31AT,บางมด,F18,MIGHTY 150HB-2,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,17.25,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,17.25,0
383,,31AT,บางมด,F47,MIGHTY 150HB-9,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,15.56,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,15.56,0
384,,31AT,บางมด,MF1,Fly Ash (MAEMOH),หลัก,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0191,บจ.ปูนซิเมนต์ไทย (ลำปาง),85237.0,แม่เมาะ,0,648.0,,1030.0,676.0,0.0,0.0,0,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,676.0,,0.0,0.0,0.0,0.0,0,,676.0,1706.0,0
385,,31AT,บางมด,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000154,โรงโม่หินพี เอส,,,0,152.0,,185.0,218.88,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,2.21,-5,-11.05,207.83,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,3.15,204.68,389.68,0
386,,31AT,บางมด,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000154,โรงโม่หินพี เอส,,,0,152.0,,185.0,218.88,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,2.21,-5,-11.05,207.83,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,3.15,204.68,389.68,0
387,,31AT,บางมด,R09,"หิน 3/8""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000099,เขาหินสวย,,,0,127.0,,110.0,218.88,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.87,-5,-9.35,209.53,,0.0,0.0,0.0,0.0,2,2.56,206.97,316.97,0
388,,31AT,บางมด,R09,"หิน 3/8""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000099,เขาหินสวย,,,0,127.0,,110.0,218.88,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.87,-5,-9.35,209.53,,0.0,0.0,0.0,0.0,2,2.56,206.97,316.97,0
389,,31AT,บางมด,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000300,บ่อทรายหนองเสือ,,,0,122.0,,120.0,181.78,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,174.13,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.36,171.77,291.77,0
390,,31AT,บางมด,S01,ทรายหยาบ-ปกติ,หลัก,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000300,บ่อทรายหนองเสือ,,,0,122.0,,120.0,181.78,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,174.13,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.36,171.77,291.77,0
391,,31AT,บางมด,S01,ทรายหยาบ-ปกติ,สำรอง,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000729,บ่อทรายพนมทวน,,,0,127.0,,115.0,186.78,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.87,-5,-9.35,177.43,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.34,175.09,290.09,0
392,,31AT,บางมด,S01,ทรายหยาบ-ปกติ,สำรอง,สัญญาซื้อขายทรายพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000729,บ่อทรายพนมทวน,,,0,127.0,,115.0,186.78,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.87,-5,-9.35,177.43,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,2.34,175.09,290.09,0
393,,31AU,ราษฎร์บูรณะ 2,C01,SCG Portland Cement Type I,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,139.0,,1483.0,204.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,204.0,,0.0,0.0,0.0,0.0,0,,204.0,1687.0,1694
394,,31AU,ราษฎร์บูรณะ 2,C12,SCG Hybrid Cement,หลัก,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1311.0,โรงงานเขาวง,0,154.0,,1338.39,219.0,0.0,0.0,0,0,29.01,30.01,อัตรามาตรฐาน,0,0.0,-1,0.0,219.0,,0.0,0.0,0.0,0.0,0,,219.0,1557.39,1694
395,,31AU,ราษฎร์บูรณะ 2,C12,SCG Hybrid Cement,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),1322.0,ศูนย์จ่ายพระประแดง,0,9.6,,1562.58,122.0,0.0,0.0,92,0,29.01,30.01,อัตรามาตรฐาน,0,0.0,-1,0.0,122.0,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,0,,122.0,1684.58,1694
396,,31AU,ราษฎร์บูรณะ 2,C12,SCG Hybrid Cement,สำรอง,สัญญาซีเมนต์พร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0141,บจ.ปูนซิเมนต์ไทย (แก่งคอย),1411.0,โรงงานแก่งคอย,0,138.5,,1483.0,204.0,0.0,0.0,0,0,29.01,32.01,อัตรามาตรฐาน,0,0.0,-3,0.0,204.0,,0.0,0.0,0.0,0.0,0,,204.0,1687.0,1694
397,,31AU,ราษฎร์บูรณะ 2,D24,Daratard P848,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),1078204,บจ.จีซีพี แอพพลายด์ เทคโนโลยีส์โฮลดิ้งส์ (ไทยแลนด์),,,0,0.0,,9.45,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,9.45,0
398,,31AU,ราษฎร์บูรณะ 2,D29,SIKA-D2323,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1092469,บจ.ซิก้า (ประเทศไทย),1092469,บจ.ซิก้า (ประเทศไทย),,,0,0.0,,7.6,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,7.6,0
399,,31AU,ราษฎร์บูรณะ 2,F18,MIGHTY 150HB-2,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,17.25,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,17.25,0
400,,31AU,ราษฎร์บูรณะ 2,F47,MIGHTY 150HB-9,หลัก,สัญญาน้ำยาพร้อมขนส่ง,N : ไม่ INTERFACE GR,2026-02-01,2026-02-28,,1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),1040818,บจ.คาโอ อินดัสเตรียล (ประเทศไทย),,,0,0.0,,15.56,0.0,0.0,0.0,0,0,30.05,0.0,อัตรามาตรฐาน,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0.0,0,,0.0,15.56,0
401,,31AU,ราษฎร์บูรณะ 2,MF1,Fly Ash (MAEMOH),สำรอง,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0131,บจ.ปูนซิเมนต์ไทย (ท่าหลวง),85239.0,Hub PFA พระประแดง,0,9.6,,1404.0,122.0,0.0,0.0,0,0,29.01,31.01,อัตรามาตรฐาน,0,0.0,-2,0.0,122.0,,0.0,0.0,0.0,0.0,0,,122.0,1526.0,0
402,,31AU,ราษฎร์บูรณะ 2,MF1,Fly Ash (MAEMOH),หลัก,สัญญาสารผสมเพิ่มพร้อมขนส่ง,S : แยกค่าเนื้อ ค่าขนส่ง,2026-02-01,2026-02-28,,0901,บจ.เอสซีจี โลจิสติกส์ แมเนจเม้นท์,0191,บจ.ปูนซิเมนต์ไทย (ลำปาง),85237.0,แม่เมาะ,0,643.0,,1030.0,671.0,0.0,0.0,0,0,29.01,29.01,อัตรามาตรฐาน,0,0.0,0,0.0,671.0,,0.0,0.0,0.0,0.0,0,,671.0,1701.0,0
403,,31AU,ราษฎร์บูรณะ 2,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-15,2026-02-28,,1000266,บจ.สหอรพรรณ,V000000154,โรงโม่หินพี เอส,,,0,150.0,,185.0,211.87,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.87,-5,-9.35,202.52,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,3.1,199.42,384.42,0
404,,31AU,ราษฎร์บูรณะ 2,R01,"หิน 3/4""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000154,โรงโม่หินพี เอส,,,0,150.0,,185.0,211.87,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.87,-5,-9.35,202.52,อัตรามาตรฐาน,0.0,0.0,0.0,0.0,2,3.1,199.42,384.42,0
405,,31AU,ราษฎร์บูรณะ 2,R09,"หิน 3/8""-#4",หลัก,สัญญาซื้อขายหินพร้อมขนส่ง,B : gr ค่าวัตถุดิบและค่าขนส่ง,2026-02-01,2026-02-14,,1000266,บจ.สหอรพรรณ,V000000099,เขาหินสวย,,,30,123.0,รถเทรลเลอร์,110.0,211.87,0.0,0.0,0,0,30.05,32.55,อัตรามาตรฐาน,0,1.53,-5,-7.65,204.22,,0.0,0.0,0.0,0.0,2,2.52,201.7,311.7,0
